seq0, sp|C0H412|SWRD_BACSU
seq9481, sp|P42597|UTPP_ECOLI
seq9482, sp|Q883F2|UREF1_PSESM
seq9483, sp|P15420|G4P_BPI22
seq9484, sp|P42598|YGJQ_ECOLI
seq9485, sp|Q6D7L7|LPTE_PECAS
seq9486, sp|P55140|YGCG_ECOLI
seq9487, sp|P59572|COPB_PSESM
seq9488, sp|P39163|CHAC_ECOLI
seq9489, sp|Q87VP5|URED2_PSESM
seq9490, sp|P22610|LEP4_PSEAE
seq9491, sp|B6A880|YENB_YERET
seq9492, sp|B6A880|YENB_YERET
seq9493, sp|B6A880|YENB_YERET
seq9495, sp|P21454|SPVB_SALTM
seq9496, sp|P0ACL1|GLPR_SHIFL
seq9497, sp|Q887C6|HRPZ_PSESM
seq9498, sp|Q4ZZX5|RL28_PSEU2
seq9499, sp|Q4ZMF3|RS21_PSEU2
seq9500, sp|Q48JX9|RMF_PSE14
seq9501, sp|A0R0W9|TREH_MYCS2
seq9502, sp|Q10211|YAY3_SCHPO
seq9503, sp|A0R0W9|TREH_MYCS2
seq9504, sp|Q10211|YAY3_SCHPO
seq9505, sp|P44644|RELA_HAEIN
seq9506, sp|Q9KNM2|SPOT_VIBCH
seq9507, sp|P44644|RELA_HAEIN
seq9508, sp|Q87UC6|Y5379_PSESM
seq9509, sp|Q6T1W7|FDTC_ANETH
seq9510, sp|Q9I0J7|NUOF_PSEAE
seq9511, sp|Q8YFI5|NHAA_BRUME
seq9512, sp|O32323|HSS_BLAVI
seq9513, sp|P0AG15|SOHB_SHIFL
seq9514, sp|P0AEZ7|MLTD_ECOLI
seq9515, sp|O74493|NUP_SCHPO
seq9516, sp|P44978|Y1009_HAEIN
seq9517, sp|Q6ICH7|ASPH2_HUMAN
seq9518, sp|Q06584|PYS2_PSEAE
seq9519, sp|Q06458|NIRB_KLEOX
seq9520, sp|Q885Z8|SPRT_PSESM
seq9521, sp|P45388|ARFB_PSEPU
seq9522, sp|Q886V1|RIMM_PSESM
seq9523, sp|P55163|GEX3_CAEEL
seq9524, sp|P45029|MLAD_HAEIN
seq9525, sp|P37462|ALKB_SALTY
seq9526, sp|P46144|YEDJ_ECOLI
seq9527, sp|P40893|REE1_YEAST
seq9528, sp|Q47309|YI9A_ECOLX
seq9529, sp|O46634|CD166_CANLF
seq9530, sp|P23830|PSS_ECOLI
seq9531, sp|Q87YF5|LPXK_PSESM
seq9532, sp|Q87UQ5|UBID_PSESM
seq9533, sp|Q5L3R0|ECFA1_GEOKA
seq9534, sp|Q887M6|NDPA_PSESM
seq9535, sp|Q885R6|EFP_PSESM
seq9536, sp|Q8PDQ6|HPYO_XANCP
seq9537, sp|Q9CZJ2|HS12B_MOUSE
seq9538, sp|Q05627|Y202_CLOB8
seq9539, sp|Q9HZ71|RS1_PSEAE
seq9540, sp|P71741|TREH_MYCTU
seq9541, sp|A0R0W9|TREH_MYCS2
seq9542, sp|A0R0W9|TREH_MYCS2
seq9543, sp|P96329|PIFA_ECOLI
seq9544, sp|P96329|PIFA_ECOLI
seq9545, sp|P96329|PIFA_ECOLI
seq9546, sp|Q887C6|HRPZ_PSESM
seq9547, sp|Q887C6|HRPZ_PSESM
seq9548, sp|Q887C6|HRPZ_PSESM
seq9549, sp|C5BPV8|RBFA_TERTT
seq9550, sp|P26026|NODS_BRADU
seq9551, sp|O82427|SMT2_ORYSJ
seq9552, sp|Q886N2|FABZ_PSESM
seq9553, sp|P26026|NODS_BRADU
seq9554, sp|O82427|SMT2_ORYSJ
seq9555, sp|O82427|SMT2_ORYSJ
seq9556, sp|P26026|NODS_BRADU
seq9557, sp|F4HX80|ALT4_ARATH
seq9558, sp|O82427|SMT2_ORYSJ
seq9559, sp|Q5RKL5|STEA3_RAT
seq9560, sp|Q836J8|ADDA_ENTFA
seq9562, sp|Q06584|PYS2_PSEAE
seq9563, sp|Q836J8|ADDA_ENTFA
seq9564, sp|Q836J8|ADDA_ENTFA
seq9565, sp|Q9HYL2|NOSZ_PSEAE
seq9566, sp|Q2LR65|CHEB1_SYNAS
seq9567, sp|Q10ZY2|DXS_TRIEI
seq9568, sp|Q59013|Y1618_METJA
seq9569, sp|Q9CQ86|MIEN1_MOUSE
seq9570, sp|Q48L53|Y1629_PSE14
seq9571, sp|P65292|YGDI_ECOLI
seq9572, sp|P0AC75|KDTA_ECOLI
seq9573, sp|Q87VY1|MIAB_PSESM
seq9574, sp|P32053|INTA_ECOLI
seq9575, sp|Q10211|YAY3_SCHPO
seq9576, sp|D4GPU8|URAD_HALVD
seq9577, sp|Q9BXI3|5NT1A_HUMAN
seq9578, sp|Q8TU71|LEUD_METAC
seq9579, sp|Q9C7I5|ALT1_ARATH
seq9580, sp|Q9C7I5|ALT1_ARATH
seq9581, sp|Q55116|Y410_SYNY3
seq9582, sp|P37615|YHHM_ECOLI
seq9583, sp|P36677|YHDN_ECOLI
seq9584, sp|Q4JB24|PSA_SULAC
seq9585, sp|P39347|INTB_ECOLI
seq9586, sp|Q8MKN0|COQ9_DROME
seq9587, sp|Q9X7L3|Y2378_RHIME
seq9588, sp|Q5R372|RBG1L_HUMAN
seq9589, sp|Q5R372|RBG1L_HUMAN
seq9590, sp|Q5R372|RBG1L_HUMAN
seq9591, sp|Q5R372|RBG1L_HUMAN
seq9592, sp|Q8Z428|FUCK_SALTI
seq9593, sp|P26277|BCHZ_ROSDO
seq9594, sp|Q5LUF3|PCCA_RUEPO
seq9595, sp|Q5LUF3|PCCA_RUEPO
seq9596, sp|Q8MKN0|COQ9_DROME
seq9597, sp|Q70AN6|MREC_CERSP
seq9598, sp|Q70AN6|MREC_CERSP
seq9599, sp|A0A1P8ARG1|NVL_ARATH
seq9600, sp|A0A1P8ARG1|NVL_ARATH
seq9601, sp|Q8CY42|RSH_BRUSU
seq9602, sp|Q8YG65|RSH_BRUME
seq9603, sp|P55495|Y4IL_SINFN
seq9604, sp|P26277|BCHZ_ROSDO
seq9605, sp|P55495|Y4IL_SINFN
seq9606, sp|Q9HYT3|Y3311_PSEAE
seq9607, sp|Q975G5|PSA_SULTO
seq9608, sp|Q9HYT3|Y3311_PSEAE
seq9609, sp|Q5R372|RBG1L_HUMAN
seq9610, sp|P05827|ILVY_ECOLI
seq9611, sp|Q8CY42|RSH_BRUSU
seq9612, sp|P9WHS7|PEPE_MYCTU
seq9613, sp|P9WHS7|PEPE_MYCTU
seq9614, sp|Q92G53|PLD_RICCN
seq9615, sp|Q6XBH1|GPDQ_KLEAE
seq9616, sp|Q92G53|PLD_RICCN
seq9617, sp|Q9UZC9|MRE11_PYRAB
seq9618, sp|Q92G53|PLD_RICCN
seq9619, sp|Q9ZCD8|PLD_RICPR
seq9620, sp|Q92G53|PLD_RICCN
seq9621, sp|P9WHS7|PEPE_MYCTU
seq9622, sp|Q9P7T6|YIW4_SCHPO
seq9623, sp|P17552|CHRB1_CUPMC
seq9624, sp|Q1BAU9|MNMA_MYCSS
seq9625, sp|P9WHS7|PEPE_MYCTU
seq9626, sp|P9WHS7|PEPE_MYCTU
seq9627, sp|P9WHS7|PEPE_MYCTU
seq9628, sp|P0A2W5|ACPXL_RHILV
seq9629, sp|P14129|RS1_RHIME
seq9630, sp|Q6NDP1|RS1_RHOPA
seq9631, sp|Q51664|NORQ_PARDP
seq9632, sp|Q8CY42|RSH_BRUSU
seq9633, sp|Q8CY42|RSH_BRUSU
seq9634, sp|Q8BTE0|SDHF4_MOUSE
seq9635, sp|B9KLR1|RS21_RHOSK
seq9636, sp|P75128|Y663_MYCPN
seq9637, sp|A3PHM3|RL28_RHOS1
seq9638, sp|Q9HHS8|GVPO2_HALSA
seq9639, sp|Q02375|NDUS4_BOVIN
seq9640, sp|Q2YDM8|GL6D1_BOVIN
seq9641, sp|Q5XF06|TI442_ARATH
seq9642, sp|P55502|Y4JB_SINFN
seq9643, sp|P27840|YIGE_ECOLI
seq9644, sp|P32144|CSQR_ECOLI
seq9645, sp|Q51391|GLPR_PSEAE
seq9646, sp|Q5LUF3|PCCA_RUEPO
seq9647, sp|A5D165|NRDR_PELTS
seq9648, sp|Q0MQH7|NDUS6_PANTR
seq9649, sp|P17265|HPF_RHIME
seq9650, sp|Q6NKI3|CAS9_CORDI
seq9651, sp|O21871|ENDON_BPLSK
seq9652, sp|B2SXB6|NADK_PARPJ
seq9653, sp|P45388|ARFB_PSEPU
seq9654, sp|Q8MKN0|COQ9_DROME
seq9655, sp|P35830|SLAP2_THET8
seq9656, sp|P9WMX7|GLTR1_MYCTU
seq9657, sp|Q89EW7|MODC2_BRADU
seq9658, sp|A7YSY2|SPA5L_BOVIN
seq9659, sp|P26236|BCHM_RHOCA
seq9660, sp|Q9HXE3|DAUA_PSEAE
seq9661, sp|Q2RMZ4|UBIL_RHORT
seq9662, sp|Q88FY2|6HN3M_PSEPK
seq9663, sp|Q01671|CRTD_CERS4
seq9664, sp|A9BU40|DADA_DELAS
seq9665, sp|M1VMF7|FDHL_GLUJA
seq9666, sp|B7JBP8|SQRD_ACIF2
seq9667, sp|Q68FT3|PYRD2_RAT
seq9668, sp|P77148|YDHS_ECOLI
seq9669, sp|P44732|ORDL_HAEIN
seq9670, sp|Q2YIQ2|ERYB_BRUA2
seq9671, sp|Q8U4K5|WTPA_PYRFU
seq9672, sp|P0ADP4|YIGI_SHIFL
seq9673, sp|Q8N6F8|MET27_HUMAN
seq9674, sp|B6INN5|THIE_RHOCS
seq9675, sp|Q8N6F8|MET27_HUMAN
seq9676, sp|Q8LEC0|RLPHL_ARATH
seq9677, sp|P45029|MLAD_HAEIN
seq9678, sp|P58873|RHBL3_MOUSE
seq9679, sp|P39992|YEC3_YEAST
seq9680, sp|P0AC75|KDTA_ECOLI
seq9681, sp|Q9ZDB6|MTAB_RICPR
seq9682, sp|O07948|NUOF_RHOCA
seq9683, sp|Q3IW81|MIAB_CERS4
seq9684, sp|P20046|PREA_LACPN
seq9685, sp|O13842|CDA1_SCHPO
seq9686, sp|Q4ZZP7|UBID_PSEU2
seq9687, sp|Q039E1|XERC_LACP3
seq9688, sp|Q49890|XERD_MYCLE
seq9689, sp|Q3IZ03|RIMM_CERS4
seq9690, sp|Q9SR77|HBPL1_ARATH
seq9691, sp|Q7ZVJ8|MTL26_DANRE
seq9692, sp|Q9CXS4|CENPV_MOUSE
seq9693, sp|Q1LZ96|ATPF2_BOVIN
seq9694, sp|Q8U4K5|WTPA_PYRFU
seq9695, sp|P0A3U9|BP26_BRUSU
seq9696, sp|P0ACK5|DEOR_ECOLI
seq9697, sp|Q32PX9|AFG1L_RAT
seq9698, sp|Q51391|GLPR_PSEAE
seq9699, sp|Q8YFI5|NHAA_BRUME
seq9700, sp|Q3J340|BPT_CERS4
seq9701, sp|Q848R7|LCBA2_AERHY
seq9702, sp|Q49890|XERD_MYCLE
seq9703, sp|Q49890|XERD_MYCLE
seq9704, sp|Q49890|XERD_MYCLE
seq9705, sp|Q49890|XERD_MYCLE
seq9706, sp|O64200|VG04_BPMD2
seq9707, sp|O87388|SOXB_RHIME
seq9708, sp|Q8U4K5|WTPA_PYRFU
seq9709, sp|O52177|RELA_MYXXA
seq9710, sp|O54408|RELA_BACSU
seq9711, sp|P54468|YQFC_BACSU
seq9712, sp|P54468|YQFC_BACSU
seq9713, sp|C4ZA36|SEPF_AGARV
seq9714, sp|C4ZA36|SEPF_AGARV
seq9715, sp|C4Z0N9|SEPF_LACE2
seq9716, sp|C4Z0N9|SEPF_LACE2
seq9717, sp|P54468|YQFC_BACSU
seq9718, sp|C4Z0N9|SEPF_LACE2
seq9719, sp|O94724|YCFC_SCHPO
seq9720, sp|Q88YD2|PPK1_LACPL
seq9723, sp|Q88LC3|NADK_PSEPK
seq9724, sp|Q6ESI7|TPPII_ORYSJ
seq9725, sp|Q836A6|TAGU_ENTFA
seq9726, sp|Q3ZZL8|RS3_DEHMC
seq9727, sp|Q4UN91|PARB_RICFE
seq9728, sp|Q1MM58|YIDC_RHIL3
seq9729, sp|A1R6X5|SYL_PAEAT
seq9730, sp|P24203|YJIA_ECOLI
seq9731, sp|Q6F9F5|TGNA_ACIAD
seq9732, sp|G8BAW7|FAS2_CANPC
seq9734, sp|Q9LNU6|PPR53_ARATH
seq9737, sp|A0A221J5X3|ISY1_NEPRA
seq9738, sp|Q45537|COTJB_BACSU
seq9740, sp|A4XBN9|RL16_SALTO
seq9741, sp|Q836A6|TAGU_ENTFA
seq9742, sp|P96499|TAGV_BACSU
seq9743, sp|P17867|CISA_BACSU
seq9744, sp|P17867|CISA_BACSU
seq9745, sp|P17867|CISA_BACSU
seq9746, sp|Q13N17|ERPA2_PARXL
seq9747, sp|Q8CY42|RSH_BRUSU
seq9748, sp|O94298|SUR2_SCHPO
seq9749, sp|B2GDU8|KAD_LACF3
seq9750, sp|A6UR12|MPTA_METVS
seq9751, sp|A6UR12|MPTA_METVS
seq9752, sp|P0ADY1|PPID_ECOLI
seq9753, sp|P05078|2B_TRVTC
seq9754, sp|P0ADY1|PPID_ECOLI
seq9755, sp|P27078|VINT_BP434
seq9756, sp|Q8U9U6|XERD_AGRFC
seq9757, sp|Q9PU47|PDLI3_CHICK
seq9758, sp|Q9PU47|PDLI3_CHICK
seq9759, sp|P72680|XER_SYNY3
seq9760, sp|P72680|XER_SYNY3
seq9761, sp|Q8U9U6|XERD_AGRFC
seq9762, sp|Q55G91|U160_DICDI
seq9763, sp|Q55G91|U160_DICDI
seq9764, sp|Q55G91|U160_DICDI
seq9765, sp|A2RRU1|GYS1_RAT
seq9766, sp|Q9DBD0|ICA_MOUSE
seq9767, sp|F8DIF2|URDA_STREP
seq9768, sp|Q9JQX8|HLDD_NEIMA
seq9769, sp|P57881|SERC_PASMU
seq9770, sp|Q22795|SET1_CAEEL
seq9771, sp|Q45537|COTJB_BACSU
seq9772, sp|Q55G91|U160_DICDI
seq9773, sp|F8DIF2|URDA_STREP
seq9774, sp|P27078|VINT_BP434
seq9775, sp|O34450|NAGA_BACSU
seq9776, sp|Q2YMH5|RADA_BRUA2
seq9777, sp|P0A5G0|Y2027_MYCBO
seq9778, sp|A0A120KVW2|MPSS3_TRYBB
seq9779, sp|O68940|ANFG_RHORU
seq9780, sp|P36306|VP4_ROTB6
seq9781, sp|Q04ZF5|GLYA_LEPBL
seq9782, sp|Q3BRW8|DXS_XANC5
seq9783, sp|Q50950|LGTE_NEIGO
seq9784, sp|Q6PDG8|MON1A_MOUSE
seq9785, sp|Q48NL1|PROB_PSE14
seq9786, sp|Q9KL40|HUTX_VIBCH
seq9787, sp|P14299|DRAT_RHORU
seq9788, sp|B3Q881|Y270_RHOPT
seq9789, sp|A5UB28|RLMKL_HAEIE
seq9790, sp|Q54Y25|SDHF4_DICDI
seq9791, sp|A0QRY5|VAPB_MYCS2
seq9792, sp|Q9ZE57|Y090_RICPR
seq9793, sp|P17985|YIA3_RHISP
seq9794, sp|Q50LE0|C85A3_SOLLC
seq9795, sp|B3QAG7|RL28_RHOPT
seq9796, sp|Q985W3|ISPH_RHILO
seq9797, sp|P31004|FERX_ACICA
seq9798, sp|Q6N898|PSD_RHOPA
seq9799, sp|P16857|VNFG_AZOVI
seq9800, sp|Q5GZB5|UBIG_XANOR
seq9801, sp|Q03RV0|FABZ_LEVBA
seq9802, sp|P35647|HAG1_EIKCO
seq9803, sp|P23177|YNIW_AZOCH
seq9804, sp|Q05197|PMTA_CERSP
seq9805, sp|Q2W3R9|THIG_MAGSA
seq9806, sp|Q9I4X3|PQSA_PSEAE
seq9807, sp|P63451|ACPXL_BRUSU
seq9808, sp|O07610|LCFB_BACSU
seq9809, sp|P09095|TYCA_BREPA
seq9810, sp|O07610|LCFB_BACSU
seq9811, sp|Q93GX3|GPDQ_STRAW
seq9812, sp|P09095|TYCA_BREPA
seq9813, sp|Q8U194|SUDHB_PYRFU
seq9814, sp|Q8U194|SUDHB_PYRFU
seq9815, sp|Q93GX3|GPDQ_STRAW
seq9816, sp|Q03RV0|FABZ_LEVBA
seq9817, sp|L0D9B6|OLSG_SINAD
seq9818, sp|L0D9B6|OLSG_SINAD
seq9819, sp|Q9L0M4|Y4636_STRCO
seq9820, sp|Q6NUD7|ZN521_XENLA
seq9821, sp|Q6NUD7|ZN521_XENLA
seq9822, sp|Q7S055|ATG11_NEUCR
seq9823, sp|Q9ZE57|Y090_RICPR
seq9824, sp|Q96VL0|SODC_CLAP2
seq9825, sp|Q1LKN7|EFP_CUPMC
seq9826, sp|O54210|SODM_STRCB
seq9827, sp|Q8DRH8|MNMG_STRR6
seq9828, sp|Q704Y3|TRPV1_MOUSE
seq9829, sp|Q9ZDX5|Y189_RICPR
seq9830, sp|Q8NBA8|DTWD2_HUMAN
seq9831, sp|Q89VT6|AACP1_BRADU
seq9832, sp|Q93GX3|GPDQ_STRAW
seq9833, sp|Q51664|NORQ_PARDP
seq9834, sp|Q93GX3|GPDQ_STRAW
seq9835, sp|Q93GX3|GPDQ_STRAW
seq9836, sp|B9E972|OLHYD_MACCJ
seq9837, sp|P00393|NDH_ECOLI
seq9838, sp|Q01578|GNL_ZYMMO
seq9839, sp|Q9CAE3|FLD_ARATH
seq9840, sp|Q6N3F3|HPNE_RHOPA
seq9841, sp|P54980|CRTI_CERS4
seq9842, sp|Q9HWG9|PHZS_PSEAE
seq9843, sp|Q2YIQ2|ERYB_BRUA2
seq9844, sp|Q7WT72|CRTDH_FLAS9
seq9845, sp|P00573|RPOL_BPT7
seq9846, sp|Q2RMZ4|UBIL_RHORT
seq9847, sp|Q6NDP1|RS1_RHOPA
seq9848, sp|P9WN19|GLTD_MYCTU
seq9849, sp|Q3YAT3|MPDB_MYCAO
seq9850, sp|Q8U194|SUDHB_PYRFU
seq9851, sp|Q9I4X3|PQSA_PSEAE
seq9852, sp|P12617|DCMC_ANSAN
seq9853, sp|P14299|DRAT_RHORU
seq9854, sp|Q9W6I0|UQCC1_XENLA
seq9855, sp|Q8U194|SUDHB_PYRFU
seq9856, sp|O68940|ANFG_RHORU
seq9857, sp|Q57584|Y120_METJA
seq9858, sp|Q2YMH5|RADA_BRUA2
seq9859, sp|P29035|RDRP_TAV
seq9860, sp|A0K9B9|UBIC_BURCH
seq9861, sp|A0K9B9|UBIC_BURCH
seq9862, sp|P25200|NODN_RHIME
seq9863, sp|P95748|TYLM1_STRFR
seq9864, sp|P96670|YDEM_BACSU
seq9865, sp|Q29RZ5|TNG2_BOVIN
seq9866, sp|Q9LQ02|NRPD1_ARATH
seq9867, sp|Q8L557|EM514_ARATH
seq9868, sp|Q2RV58|RIMM_RHORT
seq9869, sp|P45388|ARFB_PSEPU
seq9870, sp|Q8MKN0|COQ9_DROME
seq9871, sp|P45029|MLAD_HAEIN
seq9872, sp|O75223|GGCT_HUMAN
seq9873, sp|Q89EW7|MODC2_BRADU
seq9874, sp|O83600|HPRK_TREPA
seq9875, sp|P94474|YEAC_BACSU
seq9876, sp|P45754|GSPA_AERHY
seq9877, sp|O04019|PS6AB_ARATH
seq9878, sp|Q9ZDX5|Y189_RICPR
seq9879, sp|P0A5G0|Y2027_MYCBO
seq9880, sp|Q60283|Y3524_METJA
seq9881, sp|Q72H90|SOJ_THET2
seq9882, sp|Q042D2|HPRK_LACGA
seq9883, sp|Q8XWE3|Y2531_RALSO
seq9884, sp|Q8Y3H2|RS21_RALSO
seq9885, sp|Q8XWM9|RL28_RALSO
seq9886, sp|Q9CXS4|CENPV_MOUSE
seq9887, sp|Q82XQ7|PRIB_NITEU
seq9888, sp|Q82XQ7|PRIB_NITEU
seq9889, sp|Q82XQ7|PRIB_NITEU
seq9890, sp|Q82XQ7|PRIB_NITEU
seq9891, sp|A0R0W9|TREH_MYCS2
seq9892, sp|Q8XXN9|PSD_RALSO
seq9893, sp|Q8XXT3|UREF_RALSO
seq9894, sp|Q51391|GLPR_PSEAE
seq9895, sp|P64612|ZAPE_ECOLI
seq9896, sp|Q1RHA0|NUOF_RICBR
seq9897, sp|Q45374|KDTA_BORPT
seq9898, sp|C0SP91|YYCJ_BACSU
seq9899, sp|P71037|YWNB_BACSU
seq9900, sp|A0R0W9|TREH_MYCS2
seq9901, sp|A8GB20|LPTE_SERP5
seq9902, sp|Q04564|TR2M_AGRVS
seq9903, sp|Q9W6I0|UQCC1_XENLA
seq9904, sp|O74493|NUP_SCHPO
seq9905, sp|P9WIT3|GULDH_MYCTU
seq9906, sp|Q920F5|DCMC_RAT
seq9907, sp|Q920F5|DCMC_RAT
seq9908, sp|Q920F5|DCMC_RAT
seq9909, sp|Q920F5|DCMC_RAT
seq9910, sp|O95822|DCMC_HUMAN
seq9911, sp|Q44433|YPI2_RHIRD
seq9912, sp|Q44433|YPI2_RHIRD
seq9913, sp|Q6C326|ATPA_YARLI
seq9914, sp|Q7A1P6|VRAX_STAAW
seq9915, sp|A5DLJ8|NST1_PICGU
seq9916, sp|Q91VA1|CTL4_MOUSE
seq9917, sp|O34380|YBCI_BACSU
seq9918, sp|Q9CIV6|DHAM_LACLA
seq9919, sp|P04114|APOB_HUMAN
seq9920, sp|Q7A1P8|VRAC_STAAW
seq9921, sp|Q8NY02|YABA_STAAW
seq9922, sp|P05682|REPA_AGRRH
seq9923, sp|P39617|YWDI_BACSU
seq9924, sp|Q9C0Y9|SPEB3_SCHPO
seq9925, sp|O05220|YWRF_BACSU
seq9926, sp|P37466|VEG_BACSU
seq9927, sp|P39760|KTRC_BACSU
seq9928, sp|P17885|BIMA_EMENI
seq9929, sp|Q498J9|MBLC1_XENLA
seq9930, sp|O34943|YTPR_BACSU
seq9931, sp|O34943|YTPR_BACSU
seq9932, sp|O34943|YTPR_BACSU
seq9933, sp|O34600|NRNA_BACSU
seq9934, sp|P37574|YACP_BACSU
seq9935, sp|Q53122|BPHA1_RHOJR
seq9936, sp|P37574|YACP_BACSU
seq9937, sp|O34664|THIN_BACSU
seq9938, sp|Q06553|PRTR_PSEAE
seq9939, sp|A6TSC8|GLGA_ALKMQ
seq9940, sp|P55049|YMEL_STRLN
seq9941, sp|Q4V8K1|STEA4_RAT
seq9942, sp|Q8PK00|UBIG_XANAC
seq9943, sp|Q53560|DHLE_BACLI
seq9944, sp|Q65E87|TAGU_BACLD
seq9945, sp|Q4VR96|Y9645_CAMJU
seq9946, sp|Q931S1|MSRR_STAAM
seq9947, sp|Q5BKX5|CS054_HUMAN
seq9948, sp|P52078|Y997_STAA8
seq9949, sp|Q8RDQ4|DDL_FUSNN
seq9950, sp|P52078|Y997_STAA8
seq9951, sp|Q8RDQ4|DDL_FUSNN
seq9952, sp|P52078|Y997_STAA8
seq9953, sp|Q65E87|TAGU_BACLD
seq9954, sp|P52078|Y997_STAA8
seq9955, sp|Q931S1|MSRR_STAAM
seq9956, sp|P52078|Y997_STAA8
seq9957, sp|O30851|ASP2_STRTR
seq9958, sp|P64376|ACUC_STAAN
seq9959, sp|P64376|ACUC_STAAN
seq9960, sp|P64376|ACUC_STAAN
seq9961, sp|Q2FX77|LYTO_STAA8
seq9962, sp|Q53587|SSAA_STAAE
seq9963, sp|P37545|YABD_BACSU
seq9964, sp|P37541|YAAT_BACSU
seq9965, sp|Q8NVG0|COAW_STAAW
seq9966, sp|Q9K706|GNGF_ALKHC
seq9967, sp|Q7A423|SSAA2_STAAN
seq9968, sp|Q7A1T4|SLE1_STAAW
seq9969, sp|A8Z4A3|PDRP_STAAT
seq9970, sp|Q2G278|LDP_STAA8
seq9971, sp|B5YPZ4|SELO_ECO5E
seq9972, sp|Q5HGI5|LYTN_STAAC
seq9973, sp|Q2G0D4|SSAAL_STAA8
seq9974, sp|Q2FZW3|DLTD_STAA8
seq9975, sp|Q9X8K8|RL28B_STRCO
seq9976, sp|Q0ZDF7|URAD_AMICA
seq9977, sp|P15026|ISTB_PSEAI
seq9978, sp|P9WKH5|YIA4_MYCTU
seq9979, sp|Q9LVM5|TTHL_ARATH
seq9980, sp|P24200|MCRA_ECOLI
seq9981, sp|Q8DVU8|Y367_STRMU
seq9982, sp|Q5X1U6|FMT_LEGPA
seq9983, sp|Q06237|TNR6_ENTFC
seq9984, sp|Q32L00|ALKB3_BOVIN
seq9985, sp|O51968|GVPO1_HALSA
seq9986, sp|O75223|GGCT_HUMAN
seq9987, sp|Q82MH6|NFI_STRAW
seq9988, sp|Q9ZUM0|C3H17_ARATH
seq9989, sp|Q82LU4|PSD_STRAW
seq9990, sp|Q9UNA0|ATS5_HUMAN
seq9991, sp|Q828W8|SEPF3_STRAW
seq9992, sp|Q82MH6|NFI_STRAW
seq9993, sp|B9DRV3|RS21_STRU0
seq9994, sp|Q8MT08|DRC4_DROME
seq9995, sp|P96633|YDCP_BACSU
seq9996, sp|Q9D1C2|CBY1_MOUSE
seq9997, sp|P71741|TREH_MYCTU
seq9998, sp|P71741|TREH_MYCTU
seq9999, sp|P71741|TREH_MYCTU
seq10000, sp|P71741|TREH_MYCTU
seq10001, sp|P71741|TREH_MYCTU
seq10002, sp|Q10211|YAY3_SCHPO
seq10003, sp|P71741|TREH_MYCTU
seq10004, sp|Q8DXX6|MUTS2_STRA5
seq10005, sp|O34659|CDAR_BACSU
seq10006, sp|O34659|CDAR_BACSU
seq10007, sp|O34659|CDAR_BACSU
seq10008, sp|Q8VCE1|DJC28_MOUSE
seq10009, sp|P56132|Y274_HELPY
seq10010, sp|P39213|INSN_SHIDY
seq10011, sp|Q8DVU8|Y367_STRMU
seq10012, sp|P39213|INSN_SHIDY
seq10013, sp|P39213|INSN_SHIDY
seq10014, sp|Q8DYW8|RIMM_STRA5
seq10015, sp|P96633|YDCP_BACSU
seq10016, sp|P54168|YPGQ_BACSU
seq10017, sp|P67329|TRHO_STRA5
seq10018, sp|P67329|TRHO_STRA5
seq10019, sp|P67329|TRHO_STRA5
seq10020, sp|P67329|TRHO_STRA5
seq10021, sp|P67329|TRHO_STRA5
seq10022, sp|P67329|TRHO_STRA5
seq10023, sp|O86788|TSAE_STRCO
seq10024, sp|O26859|Y765_METTH
seq10025, sp|Q58735|Y1339_METJA
seq10026, sp|L7WRZ7|NOTR_ASPVE
seq10027, sp|Q58735|Y1339_METJA
seq10028, sp|Q58735|Y1339_METJA
seq10029, sp|P9WKX7|Y3660_MYCTU
seq10030, sp|O26859|Y765_METTH
seq10031, sp|P0A049|TRAC_STAAU
seq10032, sp|P42436|NASE_BACSU
seq10033, sp|Q99338|ISTB_BACTB
seq10034, sp|O06483|YFNE_BACSU
seq10035, sp|P55495|Y4IL_SINFN
seq10036, sp|P55495|Y4IL_SINFN
seq10037, sp|Q8KZ94|REBMT_LENAE
seq10038, sp|Q02115|TAGU_BACSU
seq10039, sp|P52078|Y997_STAA8
seq10040, sp|P54462|MTAB_BACSU
seq10041, sp|P30196|EPIC_STAEP
seq10042, sp|Q5AUW9|ORSB_EMENI
seq10043, sp|P40181|Y2128_STRCO
seq10044, sp|P55495|Y4IL_SINFN
seq10045, sp|Q5BKX5|CS054_HUMAN
seq10046, sp|Q8RDQ4|DDL_FUSNN
seq10047, sp|Q65E87|TAGU_BACLD
seq10048, sp|P9WHS1|MEC_MYCTU
seq10049, sp|P55495|Y4IL_SINFN
seq10050, sp|P39315|QOR2_ECOLI
seq10051, sp|Q02115|TAGU_BACSU
seq10052, sp|Q7A711|TAGX_STAAN
seq10053, sp|P37783|RFBG_SHIFL
seq10054, sp|P37783|RFBG_SHIFL
seq10055, sp|P65158|ILVD_STAAW
seq10056, sp|Q2G222|Y2979_STAA8
seq10057, sp|Q8CWR9|RS1_STRR6
seq10058, sp|Q8DZX5|TRMFO_STRA5
seq10059, sp|Q99R54|FMO_STAAM
seq10060, sp|Q7A5J0|RS1_STAAN
seq10061, sp|P64236|TRMFO_STAAW
seq10062, sp|Q8VZ10|SOQ1_ARATH
seq10063, sp|Q6MRB2|TOLB_BDEBA
seq10064, sp|L0TDE1|LIGC_MYCTU
